timestamp,vibration_mm_s,temperature_c,status
2026-06-30 09:05:44,2.828,45.9,ok
2026-06-30 09:05:45,2.696,46.4,ok
2026-06-30 09:05:46,2.636,46.3,ok
2026-06-30 09:05:47,2.88,46.0,ok
2026-06-30 09:05:48,2.381,46.3,ok
2026-06-30 09:05:49,2.622,46.0,ok
2026-06-30 09:05:50,,46.4,spike
2026-06-30 09:05:51,2.608,46.1,ok
2026-06-30 09:05:52,2.148,45.9,ok
2026-06-30 09:05:53,2.644,45.9,ok
2026-06-30 09:05:54,2.078,46.1,ok
2026-06-30 09:05:55,2.793,46.2,ok
2026-06-30 09:05:56,2.679,45.9,ok
2026-06-30 09:05:57,2.456,45.8,ok
2026-06-30 09:05:58,2.774,45.9,ok
2026-06-30 09:05:59,2.354,46.0,ok
2026-06-30 09:06:00,2.402,46.4,ok
2026-06-30 09:06:01,2.451,46.1,ok
2026-06-30 09:06:02,2.25,46.2,ok
2026-06-30 09:06:03,3.195,46.3,ok
2026-06-30 09:06:04,2.223,46.4,ok
2026-06-30 09:06:05,2.2,46.2,ok
2026-06-30 09:06:06,2.549,46.2,ok
2026-06-30 09:06:07,2.518,46.0,ok
2026-06-30 09:06:08,2.502,46.1,ok
2026-06-30 09:06:09,2.191,46.1,ok
2026-06-30 09:06:10,2.444,46.1,ok
2026-06-30 09:06:11,2.49,46.4,ok
2026-06-30 09:06:12,2.328,46.3,ok
2026-06-30 09:06:13,2.51,46.1,ok
2026-06-30 09:06:14,2.409,46.0,ok
2026-06-30 09:06:15,2.757,46.3,ok
2026-06-30 09:06:16,2.329,46.2,ok
2026-06-30 09:06:17,2.497,46.0,ok
2026-06-30 09:06:18,2.582,46.0,ok
2026-06-30 09:06:19,3.01,45.9,ok
2026-06-30 09:06:20,2.403,46.1,ok
2026-06-30 09:06:21,2.281,46.3,ok
2026-06-30 09:06:22,2.733,46.3,ok
2026-06-30 09:06:23,2.96,46.3,ok
2026-06-30 09:06:24,2.65,46.1,ok
2026-06-30 09:06:25,2.463,46.3,ok
2026-06-30 09:06:26,2.505,46.1,ok
2026-06-30 09:06:27,2.307,46.3,ok
2026-06-30 09:06:28,2.295,46.2,ok
2026-06-30 09:06:29,2.533,46.3,ok
2026-06-30 09:06:30,2.447,46.3,ok
2026-06-30 09:06:31,2.56,46.1,ok
2026-06-30 09:06:32,2.754,45.8,ok
2026-06-30 09:06:33,2.102,46.3,ok
2026-06-30 09:06:34,2.97,46.3,ok
2026-06-30 09:06:35,2.511,46.2,ok
2026-06-30 09:06:36,2.833,46.1,ok
2026-06-30 09:06:37,2.815,46.2,ok
2026-06-30 09:06:38,2.498,46.3,ok
2026-06-30 09:06:39,2.389,46.3,ok
2026-06-30 09:06:40,2.423,46.0,ok
2026-06-30 09:06:41,2.311,46.3,ok
2026-06-30 09:06:42,2.268,46.3,ok
2026-06-30 09:06:43,2.32,46.0,ok
2026-06-30 09:06:44,2.437,46.3,ok
2026-06-30 09:06:45,2.932,46.3,ok
2026-06-30 09:06:46,2.399,46.2,ok
2026-06-30 09:06:47,2.787,46.3,ok
2026-06-30 09:06:48,2.644,46.3,ok
2026-06-30 09:06:49,1.96,46.3,ok
2026-06-30 09:06:50,2.603,46.2,ok
2026-06-30 09:06:51,1.763,46.3,ok
2026-06-30 09:06:52,2.645,46.1,ok
2026-06-30 09:06:53,2.4,46.5,ok
2026-06-30 09:06:54,2.709,46.2,ok
2026-06-30 09:06:55,2.806,45.9,ok
2026-06-30 09:06:56,2.488,46.3,ok
2026-06-30 09:06:57,1.968,46.2,ok
2026-06-30 09:06:58,2.912,46.2,ok
2026-06-30 09:06:59,2.613,46.2,ok
2026-06-30 09:07:00,2.432,,spike
2026-06-30 09:07:01,2.566,46.0,ok
2026-06-30 09:07:02,2.47,46.2,ok
2026-06-30 09:07:03,2.852,46.2,ok
2026-06-30 09:07:04,2.167,46.2,ok
2026-06-30 09:07:05,2.345,46.1,ok
2026-06-30 09:07:06,2.419,46.0,ok
2026-06-30 09:07:07,2.971,46.4,ok
2026-06-30 09:07:08,2.242,46.3,ok
2026-06-30 09:07:09,2.53,46.3,ok
2026-06-30 09:07:10,2.555,46.1,ok
2026-06-30 09:07:11,2.15,46.0,ok
2026-06-30 09:07:12,2.67,46.1,ok
2026-06-30 09:07:13,2.649,46.4,ok
2026-06-30 09:07:14,2.389,46.1,ok
2026-06-30 09:07:15,2.22,46.5,ok
2026-06-30 09:07:16,2.402,46.1,ok
2026-06-30 09:07:17,2.322,46.4,ok
2026-06-30 09:07:18,1.977,46.1,ok
2026-06-30 09:07:19,2.177,46.1,ok
2026-06-30 09:07:20,2.415,46.3,ok
2026-06-30 09:07:21,2.445,46.2,ok
2026-06-30 09:07:22,2.606,46.3,ok
2026-06-30 09:07:23,2.251,46.4,ok
2026-06-30 09:07:24,2.244,46.2,ok
2026-06-30 09:07:25,2.897,46.0,ok
2026-06-30 09:07:26,2.285,46.3,ok
2026-06-30 09:07:27,2.903,46.3,ok
2026-06-30 09:07:28,2.494,46.1,ok
2026-06-30 09:07:29,2.793,46.3,ok
2026-06-30 09:07:30,2.678,46.1,ok
2026-06-30 09:07:31,2.452,46.1,ok
2026-06-30 09:07:32,2.205,46.1,ok
2026-06-30 09:07:33,2.066,46.1,ok
2026-06-30 09:07:34,2.417,46.5,ok
2026-06-30 09:07:35,2.246,46.3,ok
2026-06-30 09:07:36,2.377,46.1,ok
2026-06-30 09:07:37,2.739,46.2,ok
2026-06-30 09:07:38,2.411,46.0,ok
2026-06-30 09:07:39,2.555,46.2,ok
2026-06-30 09:07:40,2.581,46.3,ok
2026-06-30 09:07:41,3.04,46.1,ok
2026-06-30 09:07:42,2.663,46.3,ok
2026-06-30 09:07:43,2.529,46.1,ok
2026-06-30 09:07:44,3.03,46.1,ok
2026-06-30 09:07:45,1.945,46.4,ok
2026-06-30 09:07:46,2.323,46.1,ok
2026-06-30 09:07:47,2.595,46.3,ok
2026-06-30 09:07:48,2.078,46.3,ok
2026-06-30 09:07:49,2.168,46.4,ok
2026-06-30 09:07:50,2.568,46.1,ok
2026-06-30 09:07:51,2.592,46.3,ok
2026-06-30 09:07:52,2.608,46.1,ok
2026-06-30 09:07:53,2.389,46.4,ok
2026-06-30 09:07:54,2.733,46.6,ok
2026-06-30 09:07:55,2.594,46.0,ok
2026-06-30 09:07:56,2.475,46.1,ok
2026-06-30 09:07:57,2.899,46.1,ok
2026-06-30 09:07:58,2.78,46.2,ok
2026-06-30 09:07:59,2.151,46.3,ok
2026-06-30 09:08:00,2.417,46.3,ok
2026-06-30 09:08:01,2.54,46.1,ok
2026-06-30 09:08:02,2.466,46.3,ok
2026-06-30 09:08:03,2.682,46.3,ok
2026-06-30 09:08:04,2.409,46.1,ok
2026-06-30 09:08:05,2.766,46.0,ok
2026-06-30 09:08:06,2.718,46.2,ok
2026-06-30 09:08:07,2.612,46.2,ok
2026-06-30 09:08:08,2.604,46.3,ok
2026-06-30 09:08:09,2.215,46.4,ok
2026-06-30 09:08:10,2.582,46.3,ok
2026-06-30 09:08:11,2.159,46.1,ok
2026-06-30 09:08:12,2.198,46.2,ok
2026-06-30 09:08:13,2.233,46.2,ok
2026-06-30 09:08:14,2.309,46.4,ok
2026-06-30 09:08:15,2.578,46.1,ok
2026-06-30 09:08:16,1.963,46.3,ok
2026-06-30 09:08:17,2.789,45.9,ok
2026-06-30 09:08:18,2.622,46.0,ok
2026-06-30 09:08:19,2.691,46.1,ok
2026-06-30 09:08:20,2.725,46.2,ok
2026-06-30 09:08:21,2.785,46.3,ok
2026-06-30 09:08:22,2.474,46.2,ok
2026-06-30 09:08:23,2.457,46.2,ok
2026-06-30 09:08:24,2.84,46.1,ok
2026-06-30 09:08:25,2.263,46.2,ok
2026-06-30 09:08:26,2.672,46.2,ok
2026-06-30 09:08:27,2.647,46.6,ok
2026-06-30 09:08:28,2.193,46.1,ok
2026-06-30 09:08:29,2.343,45.9,ok
2026-06-30 09:08:30,,46.2,malformed
2026-06-30 09:08:31,2.311,46.3,ok
2026-06-30 09:08:32,2.535,46.3,ok
2026-06-30 09:08:33,2.388,46.2,ok
2026-06-30 09:08:34,2.657,46.3,ok
2026-06-30 09:08:35,2.708,46.0,ok
2026-06-30 09:08:36,2.061,46.2,ok
2026-06-30 09:08:37,2.361,46.3,ok
2026-06-30 09:08:38,2.46,45.9,ok
2026-06-30 09:08:39,2.914,46.3,ok
2026-06-30 09:08:40,2.202,46.1,ok
2026-06-30 09:08:41,2.357,46.4,ok
2026-06-30 09:08:42,2.232,46.1,ok
2026-06-30 09:08:43,2.526,46.3,ok
2026-06-30 09:08:44,2.903,46.3,ok
2026-06-30 09:08:45,2.139,46.2,ok
2026-06-30 09:08:46,2.672,46.1,ok
2026-06-30 09:08:47,2.615,46.1,ok
2026-06-30 09:08:48,2.22,46.3,ok
2026-06-30 09:08:49,2.533,46.2,ok
2026-06-30 09:08:50,2.11,46.3,ok
2026-06-30 09:08:51,2.155,46.3,ok
2026-06-30 09:08:52,2.412,46.0,ok
2026-06-30 09:08:53,2.872,46.5,ok
2026-06-30 09:08:54,2.707,46.2,ok
2026-06-30 09:08:55,2.574,46.0,ok
2026-06-30 09:08:56,2.674,46.3,ok
2026-06-30 09:08:57,2.756,46.2,ok
2026-06-30 09:08:58,2.141,46.2,ok
2026-06-30 09:08:59,2.132,46.0,ok
2026-06-30 09:09:00,2.119,46.0,ok
2026-06-30 09:09:01,2.38,46.2,ok
2026-06-30 09:09:02,3.186,46.1,ok
2026-06-30 09:09:03,2.576,46.4,ok
2026-06-30 09:09:04,2.45,46.3,ok
2026-06-30 09:09:05,2.708,45.9,ok
2026-06-30 09:09:06,2.526,46.1,ok
2026-06-30 09:09:07,2.669,46.0,ok
2026-06-30 09:09:08,2.717,46.0,ok
2026-06-30 09:09:09,2.041,46.4,ok
2026-06-30 09:09:10,2.29,46.0,ok
2026-06-30 09:09:11,2.197,46.4,ok
2026-06-30 09:09:12,2.687,46.2,ok
2026-06-30 09:09:13,2.45,46.0,ok
2026-06-30 09:09:14,2.182,46.1,ok
2026-06-30 09:09:15,2.649,46.2,ok
2026-06-30 09:09:16,2.282,46.3,ok
2026-06-30 09:09:17,2.747,46.3,ok
2026-06-30 09:09:18,2.664,46.2,ok
2026-06-30 09:09:19,2.705,46.0,ok
2026-06-30 09:09:20,2.34,45.9,ok
2026-06-30 09:09:21,2.17,46.2,ok
2026-06-30 09:09:22,2.642,46.3,ok
2026-06-30 09:09:23,2.27,46.2,ok
2026-06-30 09:09:24,2.379,46.0,ok
2026-06-30 09:09:25,2.537,46.3,ok
2026-06-30 09:09:26,2.359,46.1,ok
2026-06-30 09:09:27,2.756,46.0,ok
2026-06-30 09:09:28,2.77,46.2,ok
2026-06-30 09:09:29,2.815,46.3,ok
2026-06-30 09:09:30,2.314,46.4,ok
2026-06-30 09:09:31,2.297,46.0,ok
2026-06-30 09:09:32,2.493,46.2,ok
2026-06-30 09:09:33,2.534,46.1,ok
2026-06-30 09:09:34,2.19,46.3,ok
2026-06-30 09:09:35,2.954,46.2,ok
2026-06-30 09:09:36,2.968,46.1,ok
2026-06-30 09:09:37,2.437,46.1,ok
2026-06-30 09:09:38,2.412,45.9,ok
2026-06-30 09:09:39,2.623,46.0,ok
2026-06-30 09:09:40,2.426,46.2,ok
