timestamp,reg_40001_hex,reg_40002_hex,reg_40003_hex
2026-06-30 09:02:32,BFAD,4038,01C8
2026-06-30 09:02:33,0841,403A,01C9
2026-06-30 09:02:34,F7B3,4034,01C8
2026-06-30 09:02:35,97F1,4026,01C6
2026-06-30 09:02:36,C726,4037,01C6
2026-06-30 09:02:37,A10B,4019,01C9
2026-06-30 09:02:38,8F2F,4019,01C9
2026-06-30 09:02:39,8394,4013,01C9
2026-06-30 09:02:40,2F3C,4022,01C8
2026-06-30 09:02:41,5DC9,4020,01C3
2026-06-30 09:02:42,ABE0,4024,01C9
2026-06-30 09:02:43,BCDF,400D,01C9
2026-06-30 09:02:44,58DC,4029,01CA
2026-06-30 09:02:45,664F,4021,01C7
2026-06-30 09:02:46,01E9,402D,01C8
2026-06-30 09:02:47,52E8,4010,01CC
2026-06-30 09:02:48,537E,4018,01C9
2026-06-30 09:02:49,86AF,400B,01CB
2026-06-30 09:02:50,FE3C,4028,01C9
2026-06-30 09:02:51,4CA7,401D,01C8
2026-06-30 09:02:52,A18A,4032,01CB
2026-06-30 09:02:53,5D9A,4027,01C5
2026-06-30 09:02:54,A3F7,4027,01C8
2026-06-30 09:02:55,ED82,4031,01C9
2026-06-30 09:02:56,8C84,4020,01C9
2026-06-30 09:02:57,13AD,4008,01CA
2026-06-30 09:02:58,15CE,400C,01C8
2026-06-30 09:02:59,8ABF,401D,01C8
2026-06-30 09:03:00,40FC,401A,01CA
2026-06-30 09:03:01,1143,4026,01C9
2026-06-30 09:03:02,A054,401E,01CB
2026-06-30 09:03:03,02F9,4030,01CB
2026-06-30 09:03:04,E2A0,4022,01C8
2026-06-30 09:03:05,A67A,4035,01CB
2026-06-30 09:03:06,01FA,402B,01CB
2026-06-30 09:03:07,1C5F,402B,01C9
2026-06-30 09:03:08,39A8,402D,01CC
2026-06-30 09:03:09,BAFF,4033,01C9
2026-06-30 09:03:10,04D6,401D,01CB
2026-06-30 09:03:11,9BD6,4018,01CA
2026-06-30 09:03:12,8CB7,4025,01CA
2026-06-30 09:03:13,6CC8,400D,01C9
2026-06-30 09:03:14,642E,4024,01C5
2026-06-30 09:03:15,6C8D,4020,01C8
2026-06-30 09:03:16,13B1,4024,01C8
2026-06-30 09:03:17,07F8,402B,01C8
2026-06-30 09:03:18,86B2,4013,01C8
2026-06-30 09:03:19,04C7,401D,01CC
2026-06-30 09:03:20,A1EF,402E,01CC
2026-06-30 09:03:21,AFC9,4017,01C7
2026-06-30 09:03:22,A4A9,4032,01CA
2026-06-30 09:03:23,F6E2,4020,01C9
2026-06-30 09:03:24,0DAA,4022,01CC
2026-06-30 09:03:25,5491,4020,01C9
2026-06-30 09:03:26,88EE,4038,01CA
2026-06-30 09:03:27,992B,401C,01C8
2026-06-30 09:03:28,1E38,400F,01CB
2026-06-30 09:03:29,CF65,4015,01C8
2026-06-30 09:03:30,C24A,4010,01CA
2026-06-30 09:03:31,F610,402B,01CB
2026-06-30 09:03:32,78F1,402B,01C8
2026-06-30 09:03:33,93DA,401E,01CB
2026-06-30 09:03:34,1170,402F,01CB
2026-06-30 09:03:35,376F,4015,01CA
2026-06-30 09:03:36,AEA2,401A,01CB
2026-06-30 09:03:37,14F9,401F,01CA
2026-06-30 09:03:38,1C12,401B,01CB
2026-06-30 09:03:39,4ADB,4015,01CA
2026-06-30 09:03:40,3DEB,401D,01CB
2026-06-30 09:03:41,B8CC,4024,01CA
2026-06-30 09:03:42,EF07,401C,01CC
2026-06-30 09:03:43,6FFA,402E,01CC
2026-06-30 09:03:44,27E5,4007,01CC
2026-06-30 09:03:45,A411,4021,01CC
2026-06-30 09:03:46,6109,4026,01CA
2026-06-30 09:03:47,2844,402C,01CC
2026-06-30 09:03:48,6C72,401A,01CC
2026-06-30 09:03:49,77C6,401F,01CA
2026-06-30 09:03:50,D308,4024,01CB
2026-06-30 09:03:51,9D0C,400B,01CB
2026-06-30 09:03:52,2956,401A,01CB
2026-06-30 09:03:53,BB30,4022,01CA
2026-06-30 09:03:54,83CD,4009,01CA
2026-06-30 09:03:55,6E6C,4032,01CA
2026-06-30 09:03:56,E675,3FFF,01CA
2026-06-30 09:03:57,D47B,4001,01CB
2026-06-30 09:03:58,3363,4022,01C8
2026-06-30 09:03:59,5ED3,4019,01CA
2026-06-30 09:04:00,4A35,402D,01CB
2026-06-30 09:04:01,935D,400C,01CC
2026-06-30 09:04:02,A07B,4023,01CC
2026-06-30 09:04:03,086B,4023,01CA
2026-06-30 09:04:04,191E,4012,01CC
2026-06-30 09:04:05,8634,4022,01CA
2026-06-30 09:04:06,7814,4014,01CA
2026-06-30 09:04:07,031E,403C,01CD
2026-06-30 09:04:08,501B,403E,01CC
2026-06-30 09:04:09,DBFB,4006,01C8
2026-06-30 09:04:10,7B4E,4028,01CB
2026-06-30 09:04:11,CE07,4030,01CB
2026-06-30 09:04:12,2B0D,401C,01C8
2026-06-30 09:04:13,22D1,401D,01CC
2026-06-30 09:04:14,4671,402C,01CA
2026-06-30 09:04:15,29B7,4000,01CB
2026-06-30 09:04:16,81B6,4033,01CC
2026-06-30 09:04:17,9940,402A,01CB
2026-06-30 09:04:18,B848,4027,01CF
2026-06-30 09:04:19,A7BF,401C,01CC
2026-06-30 09:04:20,D437,4012,01CA
2026-06-30 09:04:21,FCD2,4023,01CB
2026-06-30 09:04:22,BB94,4014,01CB
2026-06-30 09:04:23,BCF0,4012,01CA
2026-06-30 09:04:24,D53C,4026,01CC
2026-06-30 09:04:25,16A3,4008,01CD
2026-06-30 09:04:26,D7A2,4026,01CC
2026-06-30 09:04:27,1187,4001,01CD
2026-06-30 09:04:28,5DCE,4024,01CC
2026-06-30 09:04:29,A236,4010,01CC
2026-06-30 09:04:30,CDC4,402B,01CC
2026-06-30 09:04:31,AABB,402F,01CB
2026-06-30 09:04:32,6BD0,4031,01CB
2026-06-30 09:04:33,33E0,401C,01CD
2026-06-30 09:04:34,1109,4027,01CB
2026-06-30 09:04:35,07B0,4014,01CD
2026-06-30 09:04:36,F59D,4037,01CC
2026-06-30 09:04:37,9277,400F,01CB
2026-06-30 09:04:38,0E31,4031,01CA
2026-06-30 09:04:39,6B75,401D,01CD
2026-06-30 09:04:40,AE99,401C,01CB
2026-06-30 09:04:41,B0D0,4006,01CB
2026-06-30 09:04:42,B945,404B,01CD
2026-06-30 09:04:43,7D75,4021,01CC
2026-06-30 09:04:44,EA17,401C,01CD
2026-06-30 09:04:45,3DE0,4021,01CE
2026-06-30 09:04:46,67C2,4013,01CA
2026-06-30 09:04:47,6E99,402A,01CC
2026-06-30 09:04:48,A119,4018,01CE
2026-06-30 09:04:49,9517,402F,01CC
2026-06-30 09:04:50,B654,401E,01D0
2026-06-30 09:04:51,EE14,3FF2,01CD
2026-06-30 09:04:52,42C0,4045,01CD
2026-06-30 09:04:53,862F,401C,01CC
2026-06-30 09:04:54,3B04,4013,01CB
2026-06-30 09:04:55,9919,4013,01CA
2026-06-30 09:04:56,41AE,401C,01CB
2026-06-30 09:04:57,4065,401B,01CC
2026-06-30 09:04:58,AAAE,4013,01CC
2026-06-30 09:04:59,7A1A,4033,01CD
2026-06-30 09:05:00,B1FF,4008,01CC
2026-06-30 09:05:00,B1FF,4008,01CC
2026-06-30 09:05:01,5F38,4021,01CC
2026-06-30 09:05:02,4189,4010,01CD
2026-06-30 09:05:03,D2DA,4004,01CC
2026-06-30 09:05:04,DD3A,400E,01CC
2026-06-30 09:05:05,57C8,4003,01CA
2026-06-30 09:05:06,334C,4030,01CC
2026-06-30 09:05:07,8F32,4021,01CC
2026-06-30 09:05:08,7C30,403A,01D0
2026-06-30 09:05:09,D6E0,4022,01CC
2026-06-30 09:05:10,D078,4037,01CE
2026-06-30 09:05:11,0B22,4018,01CC
2026-06-30 09:05:12,DA0E,4023,01CB
2026-06-30 09:05:13,7F32,4033,01CC
2026-06-30 09:05:14,CCEF,402B,01CD
2026-06-30 09:05:15,93E4,4033,01CC
2026-06-30 09:05:16,9349,400C,01CD
2026-06-30 09:05:17,5099,401C,01CD
2026-06-30 09:05:18,13C6,4013,01CE
2026-06-30 09:05:19,C267,4019,01CB
2026-06-30 09:05:20,8292,4021,01CC
2026-06-30 09:05:21,0681,4015,01CD
2026-06-30 09:05:22,B0C1,4015,01CD
2026-06-30 09:05:23,F80D,4026,01CD
2026-06-30 09:05:24,5EE4,4017,01CF
2026-06-30 09:05:25,4082,4020,01CB
2026-06-30 09:05:26,E4C2,4035,01CF
2026-06-30 09:05:27,D60C,4012,01CD
2026-06-30 09:05:28,F6C0,400A,01CC
2026-06-30 09:05:29,C829,400A,01CF
2026-06-30 09:05:30,59D0,4011,01CE
2026-06-30 09:05:31,445C,401D,01CC
2026-06-30 09:05:32,301B,401B,01D0
2026-06-30 09:05:33,4D25,401E,01CE
2026-06-30 09:05:34,A689,4013,01CC
2026-06-30 09:05:35,6ECF,4030,01CD
2026-06-30 09:05:36,3DC2,4009,01CC
2026-06-30 09:05:37,5EA2,4016,01CF
2026-06-30 09:05:38,51A8,4033,01CC
2026-06-30 09:05:39,CFBD,402B,01CF
2026-06-30 09:05:40,6028,4024,01CD
2026-06-30 09:05:41,5AF5,4033,01CC
2026-06-30 09:05:42,1582,401C,01CF
2026-06-30 09:05:43,4B0A,402C,01CC
2026-06-30 09:05:44,01D7,4035,01CB
2026-06-30 09:05:45,8636,402C,01D0
2026-06-30 09:05:46,B09A,4028,01CF
2026-06-30 09:05:47,4D11,4038,01CC
2026-06-30 09:05:48,658B,4018,01CF
2026-06-30 09:05:49,C9F9,4027,01CC
2026-06-30 09:05:50,3C00,461C,01D0
2026-06-30 09:05:51,EC1D,4026,01CD
2026-06-30 09:05:52,718D,4009,01CB
2026-06-30 09:05:53,36AC,4029,01CB
2026-06-30 09:05:54,0529,4005,01CD
2026-06-30 09:05:55,C3E8,4032,01CE
2026-06-30 09:05:56,6F48,402B,01CB
2026-06-30 09:05:57,2E41,401D,01CA
2026-06-30 09:05:58,85C9,4031,01CB
2026-06-30 09:05:59,ABD9,4016,01CC
2026-06-30 09:06:00,B8E5,4019,01D0
2026-06-30 09:06:01,DA84,401C,01CD
2026-06-30 09:06:02,F7E3,400F,01CE
2026-06-30 09:06:03,7779,404C,01CF
2026-06-30 09:06:04,4B93,400E,01D0
2026-06-30 09:06:05,C6D6,400C,01CE
2026-06-30 09:06:06,27A0,4023,01CE
2026-06-30 09:06:07,2F11,4021,01CC
2026-06-30 09:06:08,1A73,4020,01CD
2026-06-30 09:06:09,3BA0,400C,01CD
2026-06-30 09:06:10,679D,401C,01CD
2026-06-30 09:06:11,61FD,401F,01D0
2026-06-30 09:06:12,F600,4014,01CF
2026-06-30 09:06:13,A713,4020,01CD
2026-06-30 09:06:14,2C57,401A,01CC
2026-06-30 09:06:15,79B2,4030,01CF
2026-06-30 09:06:16,0F57,4015,01CE
2026-06-30 09:06:17,D117,401F,01CC
2026-06-30 09:06:18,38F8,4025,01CC
2026-06-30 09:06:19,9CD7,4040,01CB
2026-06-30 09:06:20,D048,4019,01CD
2026-06-30 09:06:21,F707,4011,01CF
2026-06-30 09:06:22,EA80,402E,01CF
2026-06-30 09:06:23,7161,403D,01CF
2026-06-30 09:06:24,92EC,4029,01CD
2026-06-30 09:06:25,A497,401D,01CF
2026-06-30 09:06:26,4EB7,4020,01CD
2026-06-30 09:06:27,A002,4013,01CF
2026-06-30 09:06:28,DA7A,4012,01CE
2026-06-30 09:06:29,1BBB,4022,01CF
2026-06-30 09:06:30,9B47,401C,01CF
2026-06-30 09:06:31,D556,4023,01CD
2026-06-30 09:06:32,3A1A,4030,01CA
2026-06-30 09:06:33,8E07,4006,01CF
2026-06-30 09:06:34,127C,403E,01CF
2026-06-30 09:06:35,B16E,4020,01CE
2026-06-30 09:06:36,4A9F,4035,01CD
2026-06-30 09:06:37,2DA1,4034,01CE
2026-06-30 09:06:38,E214,401F,01CF
2026-06-30 09:06:39,E415,4018,01CF
2026-06-30 09:06:40,180C,401B,01CC
2026-06-30 09:06:41,EBB9,4013,01CF
2026-06-30 09:06:42,2BFB,4011,01CF
2026-06-30 09:06:43,743B,4014,01CC
2026-06-30 09:06:44,F757,401B,01CF
2026-06-30 09:06:45,A4AD,403B,01CF
2026-06-30 09:06:46,907C,4019,01CE
2026-06-30 09:06:47,5FE1,4032,01CF
2026-06-30 09:06:48,39C4,4029,01CF
2026-06-30 09:06:49,E45C,3FFA,01CF
2026-06-30 09:06:50,90C2,4026,01CE
2026-06-30 09:06:51,9D79,3FE1,01CF
2026-06-30 09:06:52,426C,4029,01CD
2026-06-30 09:06:53,9DC4,4019,01D1
2026-06-30 09:06:54,58DD,402D,01CE
2026-06-30 09:06:55,8FD1,4033,01CB
2026-06-30 09:06:56,3FE8,401F,01CF
2026-06-30 09:06:57,D79D,3FFB,01CE
2026-06-30 09:06:58,5936,403A,01CE
2026-06-30 09:06:59,3751,4027,01CE
2026-06-30 09:07:00,A1A9,401B,7FEE
2026-06-30 09:07:01,3A18,4024,01CC
2026-06-30 09:07:02,134D,401E,01CE
2026-06-30 09:07:03,8493,4036,01CE
2026-06-30 09:07:04,B542,400A,01CE
2026-06-30 09:07:05,15D8,4016,01CD
2026-06-30 09:07:06,D674,401A,01CC
2026-06-30 09:07:07,2756,403E,01D0
2026-06-30 09:07:08,7819,400F,01CF
2026-06-30 09:07:09,E8BE,4021,01CF
2026-06-30 09:07:10,8BE6,4023,01CD
2026-06-30 09:07:11,A10C,4009,01CC
2026-06-30 09:07:12,DC48,402A,01CD
2026-06-30 09:07:13,8FD3,4029,01D0
2026-06-30 09:07:14,DE7A,4018,01CD
2026-06-30 09:07:15,1188,400E,01D1
2026-06-30 09:07:16,BFE6,4019,01CD
2026-06-30 09:07:17,A0D9,4014,01D0
2026-06-30 09:07:18,112C,3FFD,01CD
2026-06-30 09:07:19,54CE,400B,01CD
2026-06-30 09:07:20,904F,401A,01CF
2026-06-30 09:07:21,8270,401C,01CE
2026-06-30 09:07:22,C9DE,4026,01CF
2026-06-30 09:07:23,0B9B,4010,01D0
2026-06-30 09:07:24,9906,400F,01CE
2026-06-30 09:07:25,65C7,4039,01CC
2026-06-30 09:07:26,41FC,4012,01CF
2026-06-30 09:07:27,D181,4039,01CF
2026-06-30 09:07:28,9F08,401F,01CD
2026-06-30 09:07:29,C7C2,4032,01CF
2026-06-30 09:07:30,618E,402B,01CD
2026-06-30 09:07:31,E8D8,401C,01CD
2026-06-30 09:07:32,207A,400D,01CD
2026-06-30 09:07:33,3495,4004,01CD
2026-06-30 09:07:34,A8E6,401A,01D1
2026-06-30 09:07:35,C1E3,400F,01CF
2026-06-30 09:07:36,2452,4018,01CD
2026-06-30 09:07:37,4BCB,402F,01CE
2026-06-30 09:07:38,48D7,401A,01CC
2026-06-30 09:07:39,8017,4023,01CE
2026-06-30 09:07:40,289A,4025,01CF
2026-06-30 09:07:41,8EBB,4042,01CD
2026-06-30 09:07:42,6D22,402A,01CF
2026-06-30 09:07:43,D4D9,4021,01CD
2026-06-30 09:07:44,E8AC,4041,01CD
2026-06-30 09:07:45,00D2,3FF9,01D0
2026-06-30 09:07:46,A6FE,4014,01CD
2026-06-30 09:07:47,146B,4026,01CF
2026-06-30 09:07:48,F7DC,4004,01CF
2026-06-30 09:07:49,BED9,400A,01D0
2026-06-30 09:07:50,5A3C,4024,01CD
2026-06-30 09:07:51,EB34,4025,01CF
2026-06-30 09:07:52,E65E,4026,01CD
2026-06-30 09:07:53,EB92,4018,01D0
2026-06-30 09:07:54,F050,402E,01D2
2026-06-30 09:07:55,045A,4026,01CC
2026-06-30 09:07:56,5E68,401E,01CD
2026-06-30 09:07:57,8AAB,4039,01CD
2026-06-30 09:07:58,E68E,4031,01CE
2026-06-30 09:07:59,AEDA,4009,01CF
2026-06-30 09:08:00,A96E,401A,01CF
2026-06-30 09:08:01,87B0,4022,01CD
2026-06-30 09:08:02,D6F4,401D,01CF
2026-06-30 09:08:03,A583,402B,01CF
2026-06-30 09:08:04,25C2,401A,01CD
2026-06-30 09:08:05,080C,4031,01CC
2026-06-30 09:08:06,F6D6,402D,01CE
2026-06-30 09:08:07,2A0F,4027,01CE
2026-06-30 09:08:08,ABB1,4026,01CF
2026-06-30 09:08:09,C3B3,400D,01D0
2026-06-30 09:08:10,3926,4025,01CF
2026-06-30 09:08:11,3241,400A,01CD
2026-06-30 09:08:12,B183,400C,01CE
2026-06-30 09:08:13,E50D,400E,01CE
2026-06-30 09:08:14,CADB,4013,01D0
2026-06-30 09:08:15,00A2,4025,01CD
2026-06-30 09:08:16,463A,3FFB,01CF
2026-06-30 09:08:17,80B3,4032,01CB
2026-06-30 09:08:18,CC3E,4027,01CC
2026-06-30 09:08:19,3518,402C,01CD
2026-06-30 09:08:20,661B,402E,01CE
2026-06-30 09:08:21,43AB,4032,01CF
2026-06-30 09:08:22,4E98,401E,01CE
2026-06-30 09:08:23,3F65,401D,01CE
2026-06-30 09:08:24,CAB0,4035,01CD
2026-06-30 09:08:25,D88B,4010,01CE
2026-06-30 09:08:26,0934,402B,01CE
2026-06-30 09:08:27,6B18,4029,01D2
2026-06-30 09:08:28,5E43,400C,01CD
2026-06-30 09:08:29,F681,4015,01CB
2026-06-30 09:08:30,,,01CE
2026-06-30 09:08:31,E494,4013,01CF
2026-06-30 09:08:32,4364,4022,01CF
2026-06-30 09:08:33,CE68,4018,01CE
2026-06-30 09:08:34,088B,402A,01CF
2026-06-30 09:08:35,52C6,402D,01CC
2026-06-30 09:08:36,E982,4003,01CE
2026-06-30 09:08:37,12D5,4017,01CF
2026-06-30 09:08:38,78C3,401D,01CB
2026-06-30 09:08:39,79EC,403A,01CF
2026-06-30 09:08:40,E8F0,400C,01CD
2026-06-30 09:08:41,D11E,4016,01D0
2026-06-30 09:08:42,D767,400E,01CD
2026-06-30 09:08:43,B04B,4021,01CF
2026-06-30 09:08:44,C75B,4039,01CF
2026-06-30 09:08:45,E33C,4008,01CE
2026-06-30 09:08:46,03E2,402B,01CD
2026-06-30 09:08:47,5D7A,4027,01CD
2026-06-30 09:08:48,0FF8,400E,01CF
2026-06-30 09:08:49,1756,4022,01CE
2026-06-30 09:08:50,125F,4007,01CF
2026-06-30 09:08:51,E4CC,4009,01CF
2026-06-30 09:08:52,6557,401A,01CC
2026-06-30 09:08:53,C9C5,4037,01D1
2026-06-30 09:08:54,46E7,402D,01CE
2026-06-30 09:08:55,B5D9,4024,01CC
2026-06-30 09:08:56,277F,402B,01CF
2026-06-30 09:08:57,5B69,4030,01CE
2026-06-30 09:08:58,096E,4009,01CE
2026-06-30 09:08:59,734C,4008,01CC
2026-06-30 09:09:00,9AFC,4007,01CC
2026-06-30 09:09:01,4DC3,4018,01CE
2026-06-30 09:09:02,EB7B,404B,01CD
2026-06-30 09:09:03,DAB7,4024,01D0
2026-06-30 09:09:04,CE73,401C,01CF
2026-06-30 09:09:05,51E0,402D,01CB
2026-06-30 09:09:06,B0DF,4021,01CD
2026-06-30 09:09:07,CB78,402A,01CC
2026-06-30 09:09:08,E420,402D,01CC
2026-06-30 09:09:09,A360,4002,01D0
2026-06-30 09:09:10,93CC,4012,01CC
2026-06-30 09:09:11,9756,400C,01D0
2026-06-30 09:09:12,F085,402B,01CE
2026-06-30 09:09:13,C9E2,401C,01CC
2026-06-30 09:09:14,A664,400B,01CD
2026-06-30 09:09:15,9080,4029,01CE
2026-06-30 09:09:16,0A62,4012,01CF
2026-06-30 09:09:17,D1FA,402F,01CF
2026-06-30 09:09:18,847C,402A,01CE
2026-06-30 09:09:19,1926,402D,01CC
2026-06-30 09:09:20,C4B1,4015,01CB
2026-06-30 09:09:21,E1A5,400A,01CE
2026-06-30 09:09:22,1B58,4029,01CF
2026-06-30 09:09:23,4805,4011,01CE
2026-06-30 09:09:24,48FD,4018,01CC
2026-06-30 09:09:25,6307,4022,01CF
2026-06-30 09:09:26,FA0C,4016,01CD
2026-06-30 09:09:27,5CBE,4030,01CC
2026-06-30 09:09:28,4864,4031,01CE
2026-06-30 09:09:29,2A8E,4034,01CF
2026-06-30 09:09:30,10C1,4014,01D0
2026-06-30 09:09:31,000D,4013,01CC
2026-06-30 09:09:32,912D,401F,01CE
2026-06-30 09:09:33,2B95,4022,01CD
2026-06-30 09:09:34,2AAF,400C,01CF
2026-06-30 09:09:35,0AA4,403D,01CE
2026-06-30 09:09:36,FB87,403D,01CD
2026-06-30 09:09:37,FF05,401B,01CD
2026-06-30 09:09:38,633A,401A,01CB
